"ISO time"	"unixtime"	"track name"	"track mbid"	"artist name"	"artist mbid"	"uncorrected track name"	"uncorrected track mbid"	"uncorrected artist name"	"uncorrected artist mbid"	"album name"	"album mbid"	"album artist name"	"album artist mbid"
"2012-01-07T16:32:19"	"1325953939"	"Vivo Muriendo"	"0261b6d3-a9cc-4c3f-a70e-9e919c81f64b"	"Luis Fonsi"	"d68fda90-ab8d-4799-be56-317ba4ae700f"	"Vivo Muriendo"	"0261b6d3-a9cc-4c3f-a70e-9e919c81f64b"	"Luis Fonsi"	"d68fda90-ab8d-4799-be56-317ba4ae700f"	"Paso A Paso"	"33b72b51-22f5-492e-867d-13c7a24cdeb2"	"Luis Fonsi"	"d68fda90-ab8d-4799-be56-317ba4ae700f"
"2012-01-15T12:43:07"	"1326631387"	"Until The End"	"c7ae5ab8-1ce1-4b08-96cd-398e91f458f3"	"E-Type"	"37861882-36f8-42ab-b884-2bb63678490a"	"Until The End"	"c7ae5ab8-1ce1-4b08-96cd-398e91f458f3"	"E-Type"	"37861882-36f8-42ab-b884-2bb63678490a"	"Made In Sweden"	"f0ebafd1-4cfd-4623-8854-a90bdc3e84a7"	"E-Type"	"37861882-36f8-42ab-b884-2bb63678490a"
"2012-01-15T19:45:20"	"1326656720"	"Swallow"	""	"Porcelain Black"	"8b6a1324-84d8-465f-8abb-6851ac2052e9"	"Swallow"	""	"Porcelain Black"	"8b6a1324-84d8-465f-8abb-6851ac2052e9"	"Self titled E.P"	"73b25569-fdc4-490f-bc15-ea10ba730599"	"Porcelain Black"	"8b6a1324-84d8-465f-8abb-6851ac2052e9"
"2012-01-15T21:53:01"	"1326664381"	"New Animals"	""	"Porcelain Black"	"8b6a1324-84d8-465f-8abb-6851ac2052e9"	"New Animals"	""	"Porcelain Black"	"8b6a1324-84d8-465f-8abb-6851ac2052e9"	"Self titled E.P"	"73b25569-fdc4-490f-bc15-ea10ba730599"	"Porcelain Black"	"8b6a1324-84d8-465f-8abb-6851ac2052e9"
"2012-01-20T14:43:29"	"1327070609"	"The Gospel Truth"	"7cdd60fd-41c9-47d8-8aa0-fd2caab89b38"	"Euge Groove"	"4f3b552d-8076-42f1-afb0-ce1708d705ca"	"The Gospel Truth"	"7cdd60fd-41c9-47d8-8aa0-fd2caab89b38"	"Euge Groove"	"4f3b552d-8076-42f1-afb0-ce1708d705ca"	"Sunday Morning"	"86c3b7fe-275d-4db3-8282-816a3bc25571"	"Euge Groove"	"4f3b552d-8076-42f1-afb0-ce1708d705ca"
"2012-01-23T13:31:34"	"1327325494"	"Lesiem"	"33341ebd-c1fc-42fb-830a-3e0081cf43ea"	"Lesiëm"	"d685176b-7327-4615-9f68-285d14732783"	"Lesiem"	"33341ebd-c1fc-42fb-830a-3e0081cf43ea"	"Lesiëm"	"d685176b-7327-4615-9f68-285d14732783"	"Mystic Spirit Voices"	"49e52d21-23e9-4510-ba99-b31af61149de"	"Lesiëm"	"d685176b-7327-4615-9f68-285d14732783"
"2012-01-23T13:31:34"	"1327325494"	"Parada"	"5aa51af4-c2a3-47ad-af8b-654c3335e65e"	"Marcomé"	"5c6d6ede-b64e-44c1-bc62-d78012a95fec"	"Parada"	"5aa51af4-c2a3-47ad-af8b-654c3335e65e"	"Marcomé"	"5c6d6ede-b64e-44c1-bc62-d78012a95fec"	"Seven Seas (Remastered 2006)"	""	"Marcomé"	"5c6d6ede-b64e-44c1-bc62-d78012a95fec"
"2012-01-23T13:31:34"	"1327325494"	"Theme From The Swan"	"01de6963-6240-4ab0-ae93-23604fdb78dc"	"Passengers"	"6a4374d1-9e69-4106-aebc-6e60663708ff"	"Theme From The Swan"	"01de6963-6240-4ab0-ae93-23604fdb78dc"	"Passengers"	"6a4374d1-9e69-4106-aebc-6e60663708ff"	"Original Soundtracks 1"	"711946e6-0c3e-3b60-92dd-20e3ced9d0e5"	"Passengers"	"6a4374d1-9e69-4106-aebc-6e60663708ff"
"2012-01-25T16:12:06"	"1327507926"	"Goeie Dinge"	""	"Pharao"	"c5997b31-3652-446f-aedd-d69dea03ee3c"	"Goeie Dinge"	""	"Pharao"	"c5997b31-3652-446f-aedd-d69dea03ee3c"	""	""	""	""
"2012-01-31T10:04:00"	"1328004240"	"Take Five"	""	"Jazzmasters"	""	"Take Five"	""	"Jazzmasters"	""	"Jazzmasters ""Summer Nights"""	""	"Limpopo"	"5637a971-8a26-4773-b4e5-6edd929c5ef6"
"2012-02-02T08:12:53"	"1328170373"	"Lily Was Here"	"f7aaa850-cfdf-42b1-be4e-5b7ac61669b6"	"Dave Stewart & Candy Dulfer"	""	"Lily Was Here"	"f7aaa850-cfdf-42b1-be4e-5b7ac61669b6"	"Dave Stewart & Candy Dulfer"	""	"Pure Moods"	"41be4652-bcc4-4ae9-bcca-7dbb478768fa"	"Various Artists"	"023671ff-b1ad-4133-a4f3-aadaaadfd2e0"
"2012-02-03T13:35:23"	"1328276123"	"Hollow"	"095d0c81-32a1-432f-8ed8-05808c8c0940"	"Björk"	"87c5dedd-371d-4a53-9f7f-80522fb7f3cb"	"Hollow"	"095d0c81-32a1-432f-8ed8-05808c8c0940"	"Björk"	"87c5dedd-371d-4a53-9f7f-80522fb7f3cb"	"Biophilia"	"081dfff4-b3e0-4ccc-814d-77aeda11c46f"	"Björk"	"87c5dedd-371d-4a53-9f7f-80522fb7f3cb"
"2012-02-04T13:19:50"	"1328361590"	"Forward to Time Past"	"c6d50ca6-2206-4c05-8270-1df755b19402"	"John Williams"	"044736f4-188e-47df-9ad9-a0e136ba67d2"	"Forward to Time Past"	"c6d50ca6-2206-4c05-8270-1df755b19402"	"John Williams"	"044736f4-188e-47df-9ad9-a0e136ba67d2"	"Harry Potter and the Prisoner of Azkaban"	"ca735b6e-b0d6-38d1-8d6c-34e80198a60c"	"John Williams"	"044736f4-188e-47df-9ad9-a0e136ba67d2"
"2012-02-04T19:35:58"	"1328384158"	"Eric's Dream"	""	"Ken Navarro"	"647e1e0e-7826-4c14-9522-07f379f66d02"	"Eric's Dream"	""	"Ken Navarro"	"647e1e0e-7826-4c14-9522-07f379f66d02"	"Brighter Days"	"ca942671-b316-48af-aced-a163b2acda0b"	"Ken Navarro"	"647e1e0e-7826-4c14-9522-07f379f66d02"
"2012-02-05T20:24:12"	"1328473452"	"Gold"	"1a44cebb-32de-40fe-95b6-422a65dbdac1"	"The Sugarcubes"	"95303251-46d5-4239-89c8-eaf0b0947a11"	"Gold"	"1a44cebb-32de-40fe-95b6-422a65dbdac1"	"The Sugarcubes"	"95303251-46d5-4239-89c8-eaf0b0947a11"	"It's - It"	""	"The Sugarcubes"	"95303251-46d5-4239-89c8-eaf0b0947a11"
"2012-02-05T20:24:12"	"1328473452"	"For a Long Time to Go"	"a392818e-c5d8-4fb8-84f4-f5cd6b43ddbf"	"Enam"	"77d794a1-b9e8-44e6-96ce-3d7e126b47f8"	"For a Long Time to Go"	"a392818e-c5d8-4fb8-84f4-f5cd6b43ddbf"	"Enam"	"77d794a1-b9e8-44e6-96ce-3d7e126b47f8"	"Secret Worlds"	"932abadc-07d6-4159-9c90-4d6bc51df332"	"Enam"	"77d794a1-b9e8-44e6-96ce-3d7e126b47f8"
"2012-02-05T20:24:12"	"1328473452"	"Another Night (Club Mix)"	""	"MC Sar & The Real McCoy"	""	"Another Night (Club Mix)"	""	"MC Sar & The Real McCoy"	""	"Another Night"	""	"MC Sar & The Real McCoy"	""
"2012-02-05T20:24:12"	"1328473452"	"Chemistry"	"99a36949-860a-4e60-b9cc-e805157d5937"	"Velvet"	"090eb6a7-97c1-41f5-964a-1c2c5191ebac"	"Chemistry"	"99a36949-860a-4e60-b9cc-e805157d5937"	"Velvet"	"090eb6a7-97c1-41f5-964a-1c2c5191ebac"	"Absolute Dance - Winter 2008"	""	"Get Far"	"36173039-4adf-4a25-920f-ba5bdda5df63"
"2012-02-06T17:37:43"	"1328549863"	"Monster"	"1d472618-f2c8-4e86-8103-721c4e22bf82"	"Wir sind Helden"	"908fedf4-548a-430f-b806-38fca9507dc4"	"Monster"	"1d472618-f2c8-4e86-8103-721c4e22bf82"	"Wir sind Helden"	"908fedf4-548a-430f-b806-38fca9507dc4"	"Die Reklamation"	"96fca468-f612-49d0-a891-910a97aae84a"	"Wir sind Helden"	"908fedf4-548a-430f-b806-38fca9507dc4"
"2012-02-06T17:53:31"	"1328550811"	"Fenster"	"2b177e11-c656-497a-8d42-cc32db43f526"	"Ich + Ich"	"507dca65-be2e-4346-bb09-9682d88633f2"	"Fenster"	"2b177e11-c656-497a-8d42-cc32db43f526"	"Ich + Ich"	"507dca65-be2e-4346-bb09-9682d88633f2"	"Ich + Ich"	"8e8adc1a-21a3-484f-859a-82f83cf1688f"	"Ich + Ich"	"507dca65-be2e-4346-bb09-9682d88633f2"
"2012-02-07T09:39:47"	"1328607587"	"Anything Goes"	"6661b527-b34e-41e2-b3db-973a67b78a1f"	"Guns N' Roses"	""	"Anything Goes"	"6661b527-b34e-41e2-b3db-973a67b78a1f"	"Guns N' Roses"	""	"In the Studio"	""	"Guns N' Roses"	""
"2012-02-08T09:44:19"	"1328694259"	"Send One Your Love"	"497aa5bb-3950-4e3e-ba06-52159fb5b2e3"	"Boney James"	"7ef63058-495c-42a1-b326-ddbea57fe1b5"	"Send One Your Love"	"497aa5bb-3950-4e3e-ba06-52159fb5b2e3"	"Boney James"	"7ef63058-495c-42a1-b326-ddbea57fe1b5"	"Send One Your Love"	"8f98514b-7b0c-4561-a05e-37c2fc796d76"	"Boney James"	"7ef63058-495c-42a1-b326-ddbea57fe1b5"
"2012-02-08T18:57:14"	"1328727434"	"The Past Is My Shadow"	""	"Integral"	"0e9e5775-1423-419e-b44a-e1757b7479ce"	"The Past Is My Shadow"	""	"Integral"	"0e9e5775-1423-419e-b44a-e1757b7479ce"	"The Past Is My Shadow"	"83ec9680-c21e-401c-940f-670c6b591d85"	"Integral"	"0e9e5775-1423-419e-b44a-e1757b7479ce"
"2012-02-10T11:16:43"	"1328872603"	"Higher"	"8394239b-56db-447d-aa45-18b1ccd5de2f"	"Thundertale"	"94d314a3-e395-461d-b38a-eeb4eb7217d2"	"Higher"	"8394239b-56db-447d-aa45-18b1ccd5de2f"	"Thundertale"	"94d314a3-e395-461d-b38a-eeb4eb7217d2"	"Rising Power"	"e9079b57-503b-4d65-a775-28c03d0f4b29"	"Thundertale"	"94d314a3-e395-461d-b38a-eeb4eb7217d2"
"2012-02-12T11:34:04"	"1329046444"	"La Pluie"	"ebdc2e62-e497-4143-9569-a73863aa8761"	"Amethystium"	"ccc7485d-52b8-4d11-820e-5fabe43ccf20"	"La Pluie"	"ebdc2e62-e497-4143-9569-a73863aa8761"	"Amethystium"	"ccc7485d-52b8-4d11-820e-5fabe43ccf20"	"Isabliss"	"238c12aa-d461-4d08-b2d1-90dd1cb68bec"	"Amethystium"	"ccc7485d-52b8-4d11-820e-5fabe43ccf20"
"2012-02-12T12:24:16"	"1329049456"	"Lady Lost in Time"	"d44d3723-0826-4231-b483-accd94e9444f"	"Labyrinth"	"1c058666-c5f3-4208-b8c2-710482533ac3"	"Lady Lost in Time"	"d44d3723-0826-4231-b483-accd94e9444f"	"Labyrinth"	"1c058666-c5f3-4208-b8c2-710482533ac3"	"Return to Heaven Denied"	"7148b373-5e86-415b-b7a1-ddf808f13cc6"	"Labyrinth"	"1c058666-c5f3-4208-b8c2-710482533ac3"
"2012-02-12T12:24:16"	"1329049456"	"(We Don't Need This) Fascist Groove Thang"	"0dcddda5-9de0-4811-bc74-cc7f5252a8df"	"Heaven 17"	"0796f847-09ca-4526-b17e-44390dd536ba"	"(We Don't Need This) Fascist Groove Thang"	"0dcddda5-9de0-4811-bc74-cc7f5252a8df"	"Heaven 17"	"0796f847-09ca-4526-b17e-44390dd536ba"	"Endless"	"299cfb34-753a-42d7-8df6-5aaa04e1b213"	"Heaven 17"	"0796f847-09ca-4526-b17e-44390dd536ba"
"2012-02-12T13:25:07"	"1329053107"	"Desire"	"ae5f0159-e8b0-4eea-b73e-973106219698"	"Blank & Jones"	"5c3aea9f-f159-435e-a32f-a7dda1c04450"	"Desire"	"ae5f0159-e8b0-4eea-b73e-973106219698"	"Blank & Jones"	"5c3aea9f-f159-435e-a32f-a7dda1c04450"	"Relax"	"87c6bad7-2c09-4612-bbd5-284492e084a9"	"Blank & Jones"	"5c3aea9f-f159-435e-a32f-a7dda1c04450"
"2012-02-12T14:41:34"	"1329057694"	"Pelo Suelto"	"5d1419c4-4a37-4f13-a067-a91f1846d3ba"	"Gloria Trevi"	"f5b33d1b-e8bc-444e-bc5c-490473aa0f50"	"Pelo Suelto"	"5d1419c4-4a37-4f13-a067-a91f1846d3ba"	"Gloria Trevi"	"f5b33d1b-e8bc-444e-bc5c-490473aa0f50"	"Tu Angel De La Guarda"	""	"Gloria Trevi"	"f5b33d1b-e8bc-444e-bc5c-490473aa0f50"
"2012-02-19T21:06:42"	"1329685602"	"Shackler's Revenge"	""	"Guns N' Roses"	""	"Shackler's Revenge"	""	"Guns N' Roses"	""	"Chinese Democracy"	""	"Guns N' Roses"	""
"2012-02-22T20:38:09"	"1329943089"	"Venus"	"cc077287-ac92-447b-b8d3-890d8d45e027"	"Bananarama"	"84d06499-0643-46b8-9e1f-45f743a53f5e"	"Venus"	"cc077287-ac92-447b-b8d3-890d8d45e027"	"Bananarama"	"84d06499-0643-46b8-9e1f-45f743a53f5e"	"The Greatest Hits Collection"	"b478c005-eb12-4650-b6e3-d5954ac61b48"	"Bananarama"	"84d06499-0643-46b8-9e1f-45f743a53f5e"
"2012-02-25T18:55:45"	"1330196145"	"Who's Gonna Ride Your Wild Horses"	""	"The Royal Philharmonic Orchestra"	""	"Who's Gonna Ride Your Wild Horses"	""	"The Royal Philharmonic Orchestra"	""	"The Royal Philharmonic Orchestra Plays U2"	""	"The Royal Philharmonic Orchestra"	""
"2012-02-25T18:55:45"	"1330196145"	"Roll with the Changes"	"787d5e30-f931-4f4c-88a0-a8ea773d574f"	"REO Speedwagon"	"bdc70372-7e8a-4cb9-8d33-f036b3b7cdc1"	"Roll with the Changes"	"787d5e30-f931-4f4c-88a0-a8ea773d574f"	"REO Speedwagon"	"bdc70372-7e8a-4cb9-8d33-f036b3b7cdc1"	"The Hits"	"f38ef4c0-5cfc-40a6-aeec-725ce46f8ca5"	"REO Speedwagon"	"bdc70372-7e8a-4cb9-8d33-f036b3b7cdc1"
"2012-03-05T17:52:04"	"1330969924"	"Mach's dir selbst"	"4f87e7b5-d160-457d-a87e-bdf3089c02f4"	"Silbermond"	"34d42823-6b56-4861-a675-1565bf40d557"	"Mach's dir selbst"	"4f87e7b5-d160-457d-a87e-bdf3089c02f4"	"Silbermond"	"34d42823-6b56-4861-a675-1565bf40d557"	"Verschwende Deine Zeit - Live"	""	"Silbermond"	"34d42823-6b56-4861-a675-1565bf40d557"
"2012-03-12T13:36:37"	"1331559397"	"Robotz"	""	"True Blood"	"c0e4f141-4481-4f82-9dd2-6718a5071785"	"Robotz"	""	"True Blood"	"c0e4f141-4481-4f82-9dd2-6718a5071785"	"True Blood OST Volume I"	""	"True Blood"	"c0e4f141-4481-4f82-9dd2-6718a5071785"
"2012-03-12T19:15:10"	"1331579710"	"Tequila Sunrise"	""	"The Eagles"	"5981f5a8-dbc1-48d3-b3c8-76058feec6b2"	"Tequila Sunrise"	""	"The Eagles"	"5981f5a8-dbc1-48d3-b3c8-76058feec6b2"	"The Eagles"	""	"Synphonic Players"	""
"2012-03-13T18:19:31"	"1331662771"	"Point Blank"	""	"Philip Glass"	"45908599-e061-434f-a900-dd2df7931beb"	"Point Blank"	""	"Philip Glass"	"45908599-e061-434f-a900-dd2df7931beb"	"Naqoyqatsi"	"8005f937-4a60-3a31-9777-94079f075a22"	"Philip Glass"	"45908599-e061-434f-a900-dd2df7931beb"
"2012-03-15T08:38:23"	"1331800703"	"Gib mir Sonne"	"f7fb6a09-4147-4677-b9d0-1fc19c741ffc"	"Rosenstolz"	"c1b620ee-6540-42ba-90df-f0740d42cbbf"	"Gib mir Sonne"	"f7fb6a09-4147-4677-b9d0-1fc19c741ffc"	"Rosenstolz"	"c1b620ee-6540-42ba-90df-f0740d42cbbf"	"Die Suche geht weiter"	"1bdde9ea-b87b-4b48-9cbf-383d5617fbba"	"Rosenstolz"	"c1b620ee-6540-42ba-90df-f0740d42cbbf"
"2012-03-15T09:08:24"	"1331802504"	"Maid of Orleans"	"05d3574a-d6fa-4a90-ba2b-b346ccfddb6d"	"Orchestral Manoeuvres in the Dark"	"50cda094-69f1-4141-b2d6-515b9e15d2be"	"Maid of Orleans"	"05d3574a-d6fa-4a90-ba2b-b346ccfddb6d"	"Orchestral Manoeuvres in the Dark"	"50cda094-69f1-4141-b2d6-515b9e15d2be"	"The Best of OMD"	"9a712d82-07c3-310e-9ede-b0bc5d6303cf"	"Orchestral Manoeuvres in the Dark"	"50cda094-69f1-4141-b2d6-515b9e15d2be"
"2012-03-19T10:29:58"	"1332152998"	"U Got 2 Know"	"825a6a45-ca0f-4d02-8c02-6341f7690f32"	"Cappella"	"0f6854c0-d62b-4e0e-a78e-e0d0f34d8612"	"U Got 2 Know"	"825a6a45-ca0f-4d02-8c02-6341f7690f32"	"Cappella"	"0f6854c0-d62b-4e0e-a78e-e0d0f34d8612"	"U Got 2 Know"	"26ff8055-a3d1-42a0-87ab-4b41d9214aab"	"Cappella"	"0f6854c0-d62b-4e0e-a78e-e0d0f34d8612"
"2012-03-23T08:56:43"	"1332493003"	"Clark Gable"	"085c9958-9db4-48d3-a6f4-f44e832144f5"	"The Postal Service"	"299278d3-25dd-4f30-bae4-5b571c28034d"	"Clark Gable"	"085c9958-9db4-48d3-a6f4-f44e832144f5"	"The Postal Service"	"299278d3-25dd-4f30-bae4-5b571c28034d"	"2003-04-25: Minneapolis, MN, USA"	"10018508-8e0b-487f-8f17-fd902193660a"	"The Postal Service"	"299278d3-25dd-4f30-bae4-5b571c28034d"
"2012-03-31T14:22:59"	"1333203779"	"The Knight Bus"	"020407be-cda7-4c85-a7ef-10f6b503fbc2"	"John Williams"	"044736f4-188e-47df-9ad9-a0e136ba67d2"	"The Knight Bus"	"020407be-cda7-4c85-a7ef-10f6b503fbc2"	"John Williams"	"044736f4-188e-47df-9ad9-a0e136ba67d2"	"Harry Potter and the Prisoner of Azkaban"	"ca735b6e-b0d6-38d1-8d6c-34e80198a60c"	"John Williams"	"044736f4-188e-47df-9ad9-a0e136ba67d2"
"2012-03-31T19:04:40"	"1333220680"	"Wanderlust"	"0944c966-78bc-4edc-af02-509ca8abc8ae"	"Björk"	"87c5dedd-371d-4a53-9f7f-80522fb7f3cb"	"Wanderlust"	"0944c966-78bc-4edc-af02-509ca8abc8ae"	"Björk"	"87c5dedd-371d-4a53-9f7f-80522fb7f3cb"	"Volta"	"5fb4d88e-88a9-4683-a8a8-fd65a72edd34"	"Björk"	"87c5dedd-371d-4a53-9f7f-80522fb7f3cb"
"2012-04-02T15:19:46"	"1333379986"	"It's a Heartache"	"d6dcc5ec-9e37-4ac4-995e-a14411eeecfc"	"Bonnie Tyler"	"0aa8294b-6332-4b65-b677-e3a1f8591d3b"	"It's a Heartache"	"d6dcc5ec-9e37-4ac4-995e-a14411eeecfc"	"Bonnie Tyler"	"0aa8294b-6332-4b65-b677-e3a1f8591d3b"	"Greatest Hits"	"9b73b43d-580e-3d25-af08-336b8e3ed596"	"Bonnie Tyler"	"0aa8294b-6332-4b65-b677-e3a1f8591d3b"
"2012-04-02T15:40:47"	"1333381247"	"Little Boxes"	""	"Weeds"	"70099fff-29c7-42e2-a902-25a21cc10377"	"Little Boxes"	""	"Weeds"	"70099fff-29c7-42e2-a902-25a21cc10377"	"Planet Television"	""	"Lost"	"03162e03-756f-48a9-a185-f8e30757e148"
"2012-04-02T15:54:12"	"1333382052"	"New York, New York"	"1d7171eb-2f01-468f-8ec2-809bb9fc54fd"	"Frank Sinatra"	"197450cd-0124-4164-b723-3c22dd16494d"	"New York, New York"	"1d7171eb-2f01-468f-8ec2-809bb9fc54fd"	"Frank Sinatra"	"197450cd-0124-4164-b723-3c22dd16494d"	"Sinatra 80th Live in Concert"	""	"Frank Sinatra"	"197450cd-0124-4164-b723-3c22dd16494d"
"2012-04-04T11:03:43"	"1333537423"	"Crystalline"	"5d7a6274-ac7f-4b40-9687-b84c9ef1222d"	"Björk"	"87c5dedd-371d-4a53-9f7f-80522fb7f3cb"	"Crystalline"	"5d7a6274-ac7f-4b40-9687-b84c9ef1222d"	"Björk"	"87c5dedd-371d-4a53-9f7f-80522fb7f3cb"	"Biophilia"	"081dfff4-b3e0-4ccc-814d-77aeda11c46f"	"Björk"	"87c5dedd-371d-4a53-9f7f-80522fb7f3cb"
"2012-04-07T14:10:21"	"1333807821"	"Friar's Club Tribute     Harold Arlen"	""	"Barbra Streisand"	"56cd15a1-0d74-438b-8244-c96ffe1cae03"	"Friar's Club Tribute     Harold Arlen"	""	"Barbra Streisand"	"56cd15a1-0d74-438b-8244-c96ffe1cae03"	"Just For The Record..."	"1d949cbe-80db-3160-9986-293bcad15a77"	"Barbra Streisand"	"56cd15a1-0d74-438b-8244-c96ffe1cae03"
"2012-04-11T12:12:28"	"1334146348"	"Change The World"	"03049c21-d5bf-45b2-a166-44246b62a879"	"Eric Clapton"	"05c35c95-dcbd-4492-b091-7f05a2091d47"	"Change The World"	"03049c21-d5bf-45b2-a166-44246b62a879"	"Eric Clapton"	"05c35c95-dcbd-4492-b091-7f05a2091d47"	"Clapton Chronicles"	""	"Eric Clapton"	"05c35c95-dcbd-4492-b091-7f05a2091d47"
"2012-04-12T14:27:41"	"1334240861"	"Was uns beiden gehört"	"6a70f113-a3ed-4cd0-a04d-459b07d24b96"	"Wir sind Helden"	"908fedf4-548a-430f-b806-38fca9507dc4"	"Was uns beiden gehört"	"6a70f113-a3ed-4cd0-a04d-459b07d24b96"	"Wir sind Helden"	"908fedf4-548a-430f-b806-38fca9507dc4"	"Bring mich nach Hause"	"58c60fc1-663f-441f-a6c4-a5909b44703f"	"Wir sind Helden"	"908fedf4-548a-430f-b806-38fca9507dc4"
"2012-04-12T14:55:53"	"1334242553"	"Ungewöhnlich"	"16b720e8-fe9d-4b8b-b4b2-4952809fa5fa"	"Sportfreunde Stiller"	"35581de7-591f-424f-9c64-7b22fd45605e"	"Ungewöhnlich"	"16b720e8-fe9d-4b8b-b4b2-4952809fa5fa"	"Sportfreunde Stiller"	"35581de7-591f-424f-9c64-7b22fd45605e"	"Burli"	"b8142c5d-3180-4f59-a9d3-880904621f73"	"Sportfreunde Stiller"	"35581de7-591f-424f-9c64-7b22fd45605e"
"2012-04-12T15:32:44"	"1334244764"	"Das Gefühl"	"9ec272fd-b6d2-4b27-8424-e3ce7359833b"	"Annett Louisan"	"0a172f7d-b3b1-40bf-833d-192892e04b5a"	"Das Gefühl"	"9ec272fd-b6d2-4b27-8424-e3ce7359833b"	"Annett Louisan"	"0a172f7d-b3b1-40bf-833d-192892e04b5a"	"Bohème"	"c58bc242-9486-42f0-871d-817dcdb063a8"	"Annett Louisan"	"0a172f7d-b3b1-40bf-833d-192892e04b5a"
"2012-04-12T15:36:26"	"1334244986"	"Sommer"	"938773be-a012-442e-b27a-47d981a66ce8"	"Klee"	"ed46f02c-0801-40f1-872c-5259ce334476"	"Sommer"	"938773be-a012-442e-b27a-47d981a66ce8"	"Klee"	"ed46f02c-0801-40f1-872c-5259ce334476"	""	""	""	""
"2012-04-12T15:36:26"	"1334244986"	"Trösten"	"fe68bb79-d9ca-450d-8036-3a68dbdd52f9"	"Ich + Ich"	"507dca65-be2e-4346-bb09-9682d88633f2"	"Trösten"	"fe68bb79-d9ca-450d-8036-3a68dbdd52f9"	"Ich + Ich"	"507dca65-be2e-4346-bb09-9682d88633f2"	"Vom selben Stern"	"828faa2b-a020-4eab-858f-2fb8d616b058"	"Ich + Ich"	"507dca65-be2e-4346-bb09-9682d88633f2"
"2012-04-12T16:45:45"	"1334249145"	"Du erinnerst mich an Liebe"	"33fc98a4-ce0c-4469-8540-cb6d14f0cde0"	"Ich + Ich"	"507dca65-be2e-4346-bb09-9682d88633f2"	"Du erinnerst mich an Liebe"	"33fc98a4-ce0c-4469-8540-cb6d14f0cde0"	"Ich + Ich"	"507dca65-be2e-4346-bb09-9682d88633f2"	"Ich + Ich"	"8e8adc1a-21a3-484f-859a-82f83cf1688f"	"Ich + Ich"	"507dca65-be2e-4346-bb09-9682d88633f2"
"2012-04-12T18:13:16"	"1334254396"	"Le Pop"	"0bb35b6f-67ad-4989-82c5-ba9c04197c39"	"Katzenjammer"	"ad102038-c2a1-4c6b-856f-f671254de54f"	"Le Pop"	"0bb35b6f-67ad-4989-82c5-ba9c04197c39"	"Katzenjammer"	"ad102038-c2a1-4c6b-856f-f671254de54f"	"Le Pop"	"f4e34594-b238-423f-9745-a91767ef51b9"	"Katzenjammer"	"ad102038-c2a1-4c6b-856f-f671254de54f"
"2012-04-12T18:17:52"	"1334254672"	"Fieber"	"0b78a3bb-17cb-4c27-8d34-cf65e857f7d1"	"Christina Stürmer"	"d7916dc0-1f58-4a41-968d-d5692e2e492e"	"Fieber"	"0b78a3bb-17cb-4c27-8d34-cf65e857f7d1"	"Christina Stürmer"	"d7916dc0-1f58-4a41-968d-d5692e2e492e"	"Lautlos"	""	"Christina Stürmer"	"d7916dc0-1f58-4a41-968d-d5692e2e492e"
"2012-04-13T12:41:47"	"1334320907"	"Adieu Unto All True Lovers"	""	"John Reilly"	"1a02d35d-5df4-41e8-9971-005e7996c65e"	"Adieu Unto All True Lovers"	""	"John Reilly"	"1a02d35d-5df4-41e8-9971-005e7996c65e"	"Voice of the People 10: Who's That at My Bed Window?"	""	"Various Artists"	"023671ff-b1ad-4133-a4f3-aadaaadfd2e0"
"2012-04-13T13:04:00"	"1334322240"	"Should've Known"	""	"E-Rotic"	"a0e1f00c-9bdc-4f4d-8df7-43f042cdf68e"	"Should've Known"	""	"E-Rotic"	"a0e1f00c-9bdc-4f4d-8df7-43f042cdf68e"	""	""	""	""
"2012-04-13T13:04:00"	"1334322240"	"Nie wierzyć nie mam sił"	"93640a8f-c8bb-4699-a0b2-6370d2a0f2a4"	"Edyta Górniak"	"ca59a38e-cf39-4d95-ac03-b6ca4f43fd8f"	"Nie wierzyć nie mam sił"	"93640a8f-c8bb-4699-a0b2-6370d2a0f2a4"	"Edyta Górniak"	"ca59a38e-cf39-4d95-ac03-b6ca4f43fd8f"	"E.K.G"	""	"Edyta Górniak"	"ca59a38e-cf39-4d95-ac03-b6ca4f43fd8f"
"2012-04-13T13:04:00"	"1334322240"	"You Make Me Cry"	""	"Nabra Lansh"	""	"You Make Me Cry"	""	"Nabra Lansh"	""	"It Is Not Too Late"	""	"Nabra Lansh"	""
"2012-04-13T13:04:00"	"1334322240"	"Happy Now?"	"4875d245-dbfd-4e0d-8f6c-d93704a38605"	"No Doubt"	"fbd2a255-1d57-4d31-ac11-65b671c19958"	"Happy Now?"	"4875d245-dbfd-4e0d-8f6c-d93704a38605"	"No Doubt"	"fbd2a255-1d57-4d31-ac11-65b671c19958"	"Tragic Kingdom"	"d0806294-f924-35c5-8293-188e4df5461f"	"No Doubt"	"fbd2a255-1d57-4d31-ac11-65b671c19958"
"2012-04-14T20:06:33"	"1334433993"	"Equinoxe Part 5"	"04566269-142a-4e41-963c-fa10c3f35ab6"	"Jean Michel Jarre"	"86e2e2ad-6d1b-44fd-9463-b6683718a1cc"	"Equinoxe Part 5"	""	"Jean-Michel Jarre"	""	"Equinoxe"	""	"Jean-Michel Jarre"	""
